recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played,author.deck_playtime_at_review,COMPETENCE SATISFACTION_TF,COMPETENCE SATISFACTION_QUOTE,COMPETENCE FRUSTRATION_TF,COMPETENCE FRUSTRATION_QUOTE,AUTONOMY SATISFACTION_TF,AUTONOMY SATISFACTION_QUOTE,AUTONOMY FRUSTRATION_TF,AUTONOMY FRUSTRATION_QUOTE,RELATEDNESS SATISFACTION_TF,RELATEDNESS SATISFACTION_QUOTE,RELATEDNESS FRUSTRATION_TF,RELATEDNESS FRUSTRATION_QUOTE,raw_llm_output
199660962,latam,"⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⠃⠀⠀⠀⠀⠀⢉⣿⣿⠟⣩⣾⣿⣷⣾⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢟⣹⣿⣿⡿⠿⠿⠿⠿⠿⠿⢿⣿⣿⣿⣿⣟⣛⣛⣛⣛⣛⣛⣛⣿⡛⠛⠛⠛
⣿⡿⠿⠿⠟⠋⠀⠀⠀⠀⠀⠈⣾⣿⠏⣰⣿⣿⠟⠙⠛⠛⠛⠉⣿⠉⠯⢤⣄⣀⣀⣀⣀⣠⡴⠛⠛⠛⠻⠿⣿⣿⡿⠿⣿⣿⣿⣿⡿⣭⣭⣭⣭⣯⣿⣿⣿⣶⣾⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣷⣶⣦⠀⣄⡀⢀⡀⠈⣿⡏⢠⣿⣿⠏⠀⠀⠀⠀⠀⠀⢻⣀⣠⣶⣿⣿⣿⣟⡛⠉⠀⠀⠀⠀⠀⠀⠘⠿⢶⣤⣹⣿⣿⣿⠀⠸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣶⣿⣿⣿⣿⣶⣿⠁⣿⣿⠏⠀⠀⠀⠀⠀⠀⠀⠈⠛⢿⣿⣿⣿⣿⣿⣇⢠⠀⠀⠀⠀⠀⠀⠀⠰⣤⡽⣿⣿⡟⠋⠐⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⣿⡿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠻⣿⣿⡟⣿⡆⠀⠀⠀⠀⠀⠀⠀⠀⠿⠟⠆⠘⢷⡀⠀⢾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⣿⣿⣿⠈⠁⠀⠀⠀⠀⢀⣴⠖⠀⠀⠀⠈⢷⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⣘⣷⣄⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⣿⡄⠀⠀⢀⣠⡾⠋⠁⠀⢀⣀⣀⠀⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⠿⠿⢿⣿⡿⠛⣿⣿⣿⣿⣿⣷⢸⣿⡿⠛⠻⠿⣶⣤⣀⠀⠀⠀⠀⠀⠀⠀⣻⡇⣠⡴⠟⠉⠀⢀⣤⣶⠟⠻⣿⣵⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⡶⠶⢦⣬⡇⠀⢸⣿⣿⣿⣿⣿⣾⣿⡇⠀⠀⠀⠀⠉⠻⢿⣶⣤⡀⠀⠀⠀⢹⣿⠉⠀⠀⣠⣾⡟⠋⠁⢀⠂⣿⣿⣿⣿⣿⣿⣿⣿⣿⣯⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⡟⠀⠀⠀⠈⢻⣶⡆⢘⣽⣿⣿⣿⣿⣿⣷⡀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣽⡿⣶⣾⣿⣦⣄⣸⣿⠁⠀⠀⢀⠟⣸⣿⣿⣿⣿⣿⣿⣿⡟⣿⡿⡆⢻⣿⣿⣿⣿⣿⣿⣿⣿
⣿⡿⠟⠉⠀⠀⠀⢀⣤⡾⢿⣧⣿⠋⠉⢻⣿⣿⣿⣿⣷⣀⠤⣄⠀⠀⠀⣠⣿⡿⠁⠀⠀⣿⡏⠿⠿⠿⣿⣷⡀⠀⡞⣰⣿⣿⣿⣿⣿⣿⣿⣿⡇⢹⣿⢿⠘⣿⣿⣿⣿⣿⣿⣿⣿
⠉⠀⠀⠀⠀⢀⣼⣿⡏⠀⠀⣙⣿⣇⣴⠿⠿⠿⣿⣿⣿⣿⣷⣄⣤⣀⣴⣿⠏⠀⠀⠀⠀⣿⣿⠀⠀⠀⠈⢿⣿⣶⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠈⣿⣿⡆⢻⡿⣿⣿⣿⣿⣿⣿
⠀⠀⠀⠀⣠⣿⣿⣿⣷⣶⣾⣿⣿⣿⣿⣠⣤⣾⣿⡟⢻⣿⣿⣿⡿⠟⠋⠀⠀⠀⠀⣠⣾⣿⣿⣤⣤⡛⢾⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⡋⣽⣿⡗⠀⠛⠉⢁⣹⡇⠈⠈⠙⠿⣿⣿
⠀⠀⠀⣠⣿⡟⢻⣿⣿⣿⣿⣿⣛⣛⣻⣿⣿⡝⠋⣰⣿⠟⠛⠁⠁⠀⠀⠀⠀⠀⣾⣿⡿⠛⠛⢻⣿⣿⣦⠁⠉⠛⠻⣿⣿⣿⣿⡿⢿⣿⣿⣿⡇⠀⣞⣿⣿⣿⣶⡄⠀⠀⠀⠀⠈
⠀⠀⢠⣿⡏⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣇⣠⡶⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⢀⣰⣿⠋⠀⠀⠀⢨⣿⣿⣿⣷⡦⠀⠀⠀⠹⡿⢻⠌⢠⣿⣿⣿⣷⣿⣿⣿⣿⣿⣿⣿⣷⣄⣀⠀⠀
⠀⠀⣾⡿⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡅⠀⠀⠀⣀⠤⠄⠀⠀⠀⠀⠀⠘⣿⡏⠀⠀⠀⠀⠀⠀⠀⠘⣿⣇⠀⠀⠀⠀⣴⣶⡄⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶
⠀⣼⣿⠁⣸⣿⣿⣿⣿⡛⠛⠛⠛⠛⢛⣿⣿⠀⢀⣤⣾⣿⣄⠀⠀⠀⠀⠀⢸⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⢻⣿⡀⠀⠀⢸⡏⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⠀⣿⡟⠀⣿⣿⣿⣿⣿⣷⣤⣤⣄⠀⣩⡟⢉⣴⣩⡾⠟⣫⣿⣷⠀⠀⠀⠀⣾⡏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⣿⣧⠀⠀⢸⡇⠀⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⠀⣿⡇⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣴⣿⠹⠷⢠⣾⡏⣹⣿⡆⠀⠀⢰⡿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢨⣿⡆⠀⠈⢿⣀⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⢸⣿⠁⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⢠⡿⣯⠀⣿⣿⡇⠀⢰⣿⠇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣿⡇⠀⠀⠸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⢸⣿⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡆⣿⣿⣿⣷⣼⣿⡏⠸⣿⣿⠟⠀⢸⡿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣸⣿⠀⠀⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀
⠛⣿⡄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣀⣴⣿⠏⠀⠀⣸⡿⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⣿⣟⣀⣠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠛⠀
⠀⢹⡇⢹⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣽⣿⣿⣿⣿⣿⣿⣿⣿⣄⠀⣠⡿⢁⣽⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⢠⣿⣿⣿⣿⠉⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠃⠀⠀
⠀⢸⣿⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⣿⣿⣿⣿⣿⣿⡿⠟⠉⡇⢻⣇⢸⣿⣼⣿⣄⠀⠀⠀⠀⠀⠀⢠⣿⣿⣿⡏⣯⡆⠀⠀⢹⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠃⠀⠀⠀
⠀⢸⣿⣧⠹⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⣿⣿⣿⣿⡿⠋⠀⠀⠀⢷⣜⣿⡄⣿⣿⣿⣿⣦⡀⠀⠀⠀⢠⣿⣿⣿⣿⢀⡿⠁⠀⠀⢀⣿⣿⣿⣿⣿⣿⣿⣿⣿⡏⣿⣿⠇⠀⠀⠀⠀
⠀⠀⢻⣿⡆⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀⠀⠀⢈⣿⡹⣿⣻⣿⣿⣿⣿⣿⣦⣤⣴⣿⡅⢰⣿⠃⣸⣁⣀⣀⣀⣾⣿⣿⣿⣿⣿⣿⣿⣿⡿⢸⡿⠁⠀⠀⠀⠀⠀
⠀⠀⠘⣿⣿⡈⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣆⠀⠀⠀⠀⠘⣷⣽⣿⣇⣈⣿⣿⣿⣿⣿⣿⣿⣇⣾⣏⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⠋⢹⡇⡿⠃⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠙⣿⣷⡸⣿⣿⣿⣿⣿⣿⣿⣿⠋⢫⣹⠉⢿⠉⡟⢩⡉⢻⠉⢹⣿⠉⠉⣿⠉⣿⢉⡏⢉⣹⣿⡋⢹⠉⣿⠉⣩⡏⢩⡉⢻⠉⢉⣿⠛⠁⠀⢀⡞⠀⠃⠀⠀⠀⠀⠀⠀⠀
⣀⣀⣀⣀⣸⣿⣷⣘⣿⣿⣿⣿⣿⣿⣿⠀⢈⣹⠀⠈⠀⡇⢸⡷⢾⠀⢸⡿⢀⡇⢹⠀⡿⢸⠀⢈⣹⣿⠇⢈⠀⣿⠀⣉⡇⠈⡁⢾⠀⢈⣿⠀⠀⣀⡼⠁⠠⣀⣀⣀⣀⣀⡀⣀⡀
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣀⣘⣻⣀⣇⣀⣧⣘⣀⣸⣀⣘⣇⣰⣆⣘⣆⣀⣸⣀⣈⣻⣿⣀⣸⣀⣿⣀⣙⣇⣀⣅⣸⣀⣈⣻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿",1752365818,1752365818,True,0,0,0.5,0,True,False,False,False,76561199145999403,54,20,285,0,285,1734490775,,False,,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199649096,english,Great sequel. It gets addictive after a while lol.,1752352804,1752352804,True,0,0,0.5,0,True,False,False,False,76561199655376859,0,44,1754,501,1036,1752689230,,True,It gets addictive after a while lol.,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: TRUE
COMPETENCE SATISFACTION QUOTE: It gets addictive after a while lol.

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE:

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE:

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE:

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE:

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199629386,schinese,"* You were critically hit for no damage. The bruise will look nice, and maybe the scars will make good party talk.",1752335447,1752335447,True,0,0,0.5,0,True,False,False,False,76561199081699148,37,7,2972,0,2906,1752419666,,False,,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199576770,english,">Be me, village champion (supposed saint, save people and my village)
>Get to Klamath, broke as shit, rob people's houses
>Kill some rat, which taught me how to pick a lock (what?)
>Buy a slave for information (then kill him cuz the info wasn't worth shit)
>Get to The Den, still broke
>Commit Armed Robbery™
>TubbyDed.png
>Get ridiculously armed from said robbery
>Massacre Vault City for information (and some car part my Tesla needs)
>Some mayor wants me to be his sheriff (big boy investigator)
>Now my Tesla works
>BeepBeep.mp3
>Get to bunker 13
>Save some lizards
>Get to oil platform (fossil fuels bad lol)
>Kill Adam Smasher
>Mom dies
100/10, would commit robbery again.",1752277014,1752277014,True,0,0,0.5,0,True,False,False,False,76561199499321582,0,2,1249,36,876,1752534858,,True,"Be me, village champion (supposed saint, save people and my village)",False,,True,"100/10, would commit robbery again.",False,,False,,False,,"COMPETENCE SATISFACTION: TRUE
COMPETENCE SATISFACTION QUOTE: ""Be me, village champion (supposed saint, save people and my village)""

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: TRUE
AUTONOMY SATISFACTION QUOTE: ""100/10, would commit robbery again.""

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199557125,english,"I absolutely adored fallout 1 the first time i played it around a year ago. And recently i decided to start fallout 2, and got everything i loved about the first game 10 times over. This is without a doubt one of the best games I have ever played and I will continue to play it for years to come.",1752257911,1752257911,True,0,0,0.5,0,True,False,False,False,76561199501124072,117,59,1064,420,541,1753390755,,True,I absolutely adored fallout 1 the first time i played it,False,,True,And recently i decided to start fallout 2,False,,False,,False,,"COMPETENCE SATISFACTION: TRUE
COMPETENCE SATISFACTION QUOTE: ""I absolutely adored fallout 1 the first time i played it""

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE:

AUTONOMY SATISFACTION: TRUE
AUTONOMY SATISFACTION QUOTE: ""And recently i decided to start fallout 2""

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE:

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE:

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199525517,english,"The best ever..played it since i was a kid, i replay this game every 2 years",1752229622,1752229622,True,0,0,0.5,0,True,False,False,True,76561198860348836,0,1,7007,1829,4017,1753316687,2449.0,True,The best ever..played it since i was a kid,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: TRUE
COMPETENCE SATISFACTION QUOTE: ""The best ever..played it since i was a kid""

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199474735,russian,хорошая. Попалась смешная встреча со искателями Священной Бомбы.,1752171973,1752171973,True,0,0,0.5,0,True,False,False,False,76561199572069933,0,2,4151,2238,1691,1753389152,,False,,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199386298,english,"10/10

Fallout Ranking
Fallout New Vegas
Fallout 2
Fallout 1
Fallout 3
.
.
.
Fallout 4",1752082133,1752224414,True,8,6,0.5816982984542846,3,True,False,False,False,76561197984578770,932,22,7511,0,7511,1561037345,,False,,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199334889,english,Classic Fallout adventure. I really miss these 3rd person top-down adventures. The storytelling is fun and it's a relaxing way to enjoy an adventure story in which you get to participate.,1752026832,1752026832,True,0,0,0.5,0,True,False,False,False,76561198025045554,0,1,2759,1104,268,1753595311,,False,,False,,True,The storytelling is fun and it's a relaxing way to enjoy an adventure story in which you get to participate.,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: TRUE
AUTONOMY SATISFACTION QUOTE: ""The storytelling is fun and it's a relaxing way to enjoy an adventure story in which you get to participate.""

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE: </start_of_turn>"
199270797,russian,"Я ещё не вышел из начального данжа, но мне все нравится",1751965524,1751965524,True,0,0,0.5,0,True,False,False,False,76561199817338901,0,16,35,0,35,1744966708,,False,,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199255055,english,Overall great game. Only complaint is that there seems to be only one or two valid builds for inexperienced players.,1751945389,1751945389,True,0,0,0.5,0,True,False,False,False,76561199214318075,0,3,1740,3,973,1752720003,,False,,False,,False,,True,there seems to be only one or two valid builds for inexperienced players.,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: TRUE
AUTONOMY FRUSTRATION QUOTE: ""there seems to be only one or two valid builds for inexperienced players.""

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199239991,english,"Fallout 2 follows up on Fallout 1 and does that shi on roids. It's so good I love it, worth playing.",1751928588,1751928588,True,0,0,0.5,0,True,False,False,False,76561198436526203,74,29,2953,0,2953,1717343984,,True,It's so good I love it,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: TRUE
COMPETENCE SATISFACTION QUOTE: It's so good I love it

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199225124,english,"Still the most atmospheric, uncanny, hair-raising and oppressively depressive post apocalyptic rpg there is! Thanx to no small contribution by Mark Morgan, the ambiance set by this pivotal game is a sonic world unto its own. I've played and finished both Fo1 & 2 many times and now playing it after a few years of abstinence on et tu mods and tormenting difficulty choices still gives me a refreshing challenge. It's an 11/10 game whose narrative and world builing brilliance could only be matched by a select elite of other legendary crpgs like Planescape Torment or Arcanum. I'd be one jealous god to welcome to my kingdom the triumvirate of Cain, Boyarsky and Morgan one day. :)",1751915245,1751915245,True,0,0,0.5,0,True,False,False,False,76561198304115254,0,2,292,0,214,1751963213,,True,I've played and finished both Fo1 & 2 many times,False,,True,still gives me a refreshing challenge,False,,False,,False,,"COMPETENCE SATISFACTION: TRUE
COMPETENCE SATISFACTION QUOTE: ""I've played and finished both Fo1 & 2 many times""

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: TRUE
AUTONOMY SATISFACTION QUOTE: ""still gives me a refreshing challenge""

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199173472,english,Honestly is the best RPG of all time. Fantasy RPGs were bland and had boring combat. How did Fallouts 1 and 2 fix this? Set it in a Mad Max post apocalyptic setting and give the character rockets and miniguns instead of generic +4 wood bows and swords. Role-Playing is great but nothing can replace good combat and a serviceable story. There's a Van Buren mod in the works so if the base game doesn't grab you that will.,1751863328,1751863328,True,0,0,0.5,0,True,False,False,False,76561198046849383,0,177,1614,0,1450,1752036351,,False,,False,,True,Role-Playing is great but nothing can replace good combat,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: TRUE
AUTONOMY SATISFACTION QUOTE: ""Role-Playing is great but nothing can replace good combat""

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199096052,english,"I haven't been able to get out the first stage, but fallout 1 was good and im guessing this one will be too lmfao",1751796537,1751796537,True,2,0,0.5473250746726989,0,True,False,False,False,76561198068072630,314,69,35,0,35,1750940477,,False,,True,I haven't been able to get out the first stage,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: TRUE
COMPETENCE FRUSTRATION QUOTE: ""I haven't been able to get out the first stage""

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
